선박번호,선박명,선박식별번호(IMO),호출부호,선박길이_상,선박길이_하,선박길이_좌,선박길이_우,수신시각,속도,선수방위,헤딩
200051569,,0,3838,0,0,0,0,2024-01-30,100,2443,244
413879835,,0,456789,95,15,8,8,2024-01-29,45,2641,511
413871368,,0,0,23,23,8,8,2024-01-29,0,2784,511
431023393,HOZAN2,0,0,0,0,0,0,2024-01-29,18,3061,302
205027000,MINERAL LUXEMBOURG,9950260,ONLS,258,42,29,21,2024-01-29,102,1942,191
413880534,,0,0,8,60,7,6,2024-01-29,54,2534,511
445056000,,0,0,0,0,0,0,2024-01-27,0,740,511
209111000,STAR LIBRA,9731444,5BPH4,257,43,28,22,2024-01-27,96,2026,198
413880488,LONG YING ZHI XING,0,0,6,61,6,5,2024-01-27,65,2423,511
100088306,,0,0,0,0,0,0,2024-01-27,17,410,511
538009931,ASL CRYSTAL,9778997,V7A5358,156,24,20,10,2024-01-27,80,1240,511
412333996,,0,0,6,6,2,2,2024-01-27,59,143,511
440051420,3GUMYOUNGHO,0,0,0,0,0,0,2024-01-26,2,7,511
538010698,ENERGY FORTITUDE,9948700,V7A7281,233,57,31,15,2024-01-26,146,2008,197
413880628,,0,0,10,42,6,5,2024-01-25,0,1811,511
413880257,,0,0,15,95,8,8,2024-01-25,79,3084,511
413569950,,0,0,20,15,8,3,2024-01-25,0,1500,43
413880801,,0,0,5,60,5,6,2024-01-25,52,1710,511
456237850,,0,0,0,0,0,0,2024-01-25,66,1957,195
413568450,AN DA 602,0,0,8,5,2,2,2024-01-25,0,3114,511
413296310,,0,0,10,7,1,1,2024-01-24,0,1046,511
412332567,L8,0,0,100,20,13,16,2024-01-24,52,2440,511
413880063,HENIU135,0,456789,115,15,8,8,2024-01-24,62,3445,511
538010897,FRONT NEIDEN,9877779,V7A6289,281,55,31,29,2024-01-24,130,2210,511
249509000,MONACO,9389708,9HTY9,192,68,12,20,2024-01-24,127,2089,210
431600828,,0,0,13,22,3,4,2024-01-24,0,1424,511
440132630,,0,668,0,0,0,0,2024-01-23,40,3460,511
636023247,CL LIANYUNGANG,9747302,5LMT3,196,33,12,20,2024-01-23,110,570,511
413880083,,0,0,5,47,3,7,2024-01-23,26,2613,511
440070003,QIONGLE44007 3 57,0,0,0,0,0,0,2024-01-23,1,3100,310
440070002,QIONGLE44007 2 75,0,0,0,0,0,0,2024-01-23,3,1670,167
413880087,,0,0,32,20,5,5,2024-01-23,47,1637,511
413880091,,0,0,7,60,4,7,2024-01-23,0,0,0
10680193,,0,0,0,0,0,0,2024-01-23,13,1590,511
413880562,,0,0,5,47,5,5,2024-01-23,0,3583,511
413566370,,0,BPKQ6,155,27,18,12,2024-01-22,110,2130,511
413874772,,0,6888,5,53,6,5,2024-01-22,0,2553,511
413880529,,0,0,30,13,10,6,2024-01-22,0,341,511
431023283,NO.55 KAIUNMARU,0,0,0,0,0,0,2024-01-22,0,1076,511
413880349,,0,0,10,40,5,5,2024-01-22,33,2199,511
352003452,SAMBONG ARTEMIS,9848821,3E5117,93,27,5,15,2024-01-22,0,2100,511
420324886,,0,61006,12,6,3,1,2024-01-21,31,2559,255
413877264,,0,0,10,57,5,6,2024-01-21,73,2832,511
440090930,,0,600,0,0,0,0,2024-01-21,70,2837,0
440316960,,0,620,0,0,0,0,2024-01-21,0,0,0
413112005,,0,0,0,0,0,0,2024-01-21,1,1453,511
413880494,,0,0,10,44,5,5,2024-01-21,41,2730,511
413880535,,0,0@@AISB,4,46,4,7,2024-01-21,46,3100,0
412333868,,0,0,6,6,2,1,2024-01-21,2,3594,511
413876001,,0,34526,0,0,0,0,2024-01-20,70,1900,511
413110609,,0,0,0,0,0,0,2024-01-20,112,2152,511
440090005,WANGBIAO44009 590,0,0,0,0,0,0,2024-01-20,0,2950,295
413569550,,0,0,9,30,4,5,2024-01-20,11,3535,153
440070004,QIONGLE44007 4 77,0,0,0,0,0,0,2024-01-20,33,160,16
538010461,STI MAGIC,9829447,V7A6075,149,34,10,22,2024-01-20,120,1590,511
413877199,,0,0,20,18,4,5,2024-01-20,0,482,511
413880435,,0,0,41,9,8,2,2024-01-20,57,3116,511
223517285,,0,0,0,0,0,0,2024-01-19,4,2206,511
903158027,,0,0,0,0,0,0,2024-01-19,2,50,511
352003408,,0,3E7555,161,28,20,12,2024-01-19,105,2124,212
413880565,,0,0,90,15,8,8,2024-01-19,35,3072,307
72280002,ZHEDAIYU07228-02,0,0,0,0,0,0,2024-01-19,1,1529,511
200221235,,0,88151,8,5,2,1,2024-01-19,0,996,511
412230028,,0,0,5,5,2,1,2024-01-19,231,2912,511
412230031,,0,0,4,3,2,1,2024-01-19,186,3079,302
600923040,,0,802,4,6,1,2,2024-01-19,23,3103,511
440097240,,0,200,0,0,0,0,2024-01-18,153,1860,511
111100914,,0,0,5,5,3,3,2024-01-18,73,560,511
416009449,TAI JIN,0,BK8353,5,5,2,2,2024-01-18,78,1155,511
413880495,,0,0,5,62,8,3,2024-01-18,0,2398,511
413547230,,0,0,10,10,3,3,2024-01-18,59,1669,11
440096850,,0,201,0,0,0,0,2024-01-18,11,2473,511
413880253,,0,0,5,45,5,5,2024-01-18,29,2069,511
600930200,,0,1234567,3,5,1,2,2024-01-18,7,1470,511
636023708,CASABLANCA TIGER,9965796,5LPA6,164,26,21,11,2024-01-17,111,2003,206
413864192,,0,0,5,40,4,5,2024-01-17,62,2680,511
352003503,H CACHALOT,9192686,3E5160,159,23,13,13,2024-01-17,120,2050,511
413877081,,0,0,90,20,5,11,2024-01-17,51,2757,511
413880277,,0,0,6,48,4,7,2024-01-17,63,2856,511
412331455,,0,0,3,3,2,1,2024-01-17,0,0,511
413516640,,0,0,40,12,6,6,2024-01-17,0,0,0
42951923,,0,0,0,0,0,0,2024-01-16,4,70,511
42950624,,0,0,0,0,0,0,2024-01-16,11,460,511
413880031,,0,0,7,60,5,6,2024-01-16,0,1105,511
232191650,,0,0,0,0,0,0,2024-01-15,16,1810,511
413879899,DIHAO23,0,0,9,100,6,10,2024-01-15,53,2819,511
413880313,,0,0,8,44,5,5,2024-01-15,46,1805,511
413873829,,0,0,10,57,5,6,2024-01-15,318,994,95
413879599,SHENGTONG1011,0,0,115,15,8,8,2024-01-15,0,0,511
100436907,,0,0,0,0,0,0,2024-01-14,1,40,511
413874287,,0,0,3,50,4,7,2024-01-14,19,852,511
440600441,DAE DUCK HO,0,0,0,0,0,0,2024-01-14,85,3437,511
352003482,XIN HE LU 6,9400124,3E5142,220,55,6,26,2024-01-14,150,2150,511
412214481,,0,0,4,4,1,2,2024-01-14,0,934,511
412225328,,0,0,9,9,3,2,2024-01-14,5,1901,511
413874974,,0,0,7,50,5,5,2024-01-13,0,2226,511
232051421,UBUNTU LIBERTY,9957036,MOLM2,254,46,27,21,2024-01-13,130,1910,511
414924000,,0,BPYJ5,181,28,16,19,2024-01-13,96,2027,208
413873737,,0,0,5,53,5,5,2024-01-13,55,2578,511
440059430,,0,500,7,4,2,2,2024-01-13,74,1417,0
352003093,YPSOS,9493585,3E5980,258,34,28,17,2024-01-13,1,500,177
413880303,,0,0,10,44,5,5,2024-01-13,71,2384,511
636023331,ODIN HIGHWAY,9948152,5LNE5,39,160,18,20,2024-01-12,181,2248,226
1860014,,0,0,0,0,0,0,2024-01-11,53,1770,177
413880039,,0,0,5,48,5,6,2024-01-11,0,0,511
895819903,,0,0,0,0,0,0,2024-01-11,104,2810,511
391226939,,0,@@@@@@O,511,1,63,0,2024-01-11,6,1241,511
200202744,,0,0,7,3,2,2,2024-01-11,28,2795,279
636023725,WLADYSLAW ORKAN,9271925,5LPC5,184,16,14,14,2024-01-11,140,1190,511
412229842,,0,0,7,6,2,2,2024-01-11,98,776,511
413880335,,0,0,12,40,4,6,2024-01-10,48,3288,511
413112004,,0,0,0,0,0,0,2024-01-10,68,147,511
445965000,,0,0,0,0,0,0,2024-01-10,65,893,511
808465475,SHUIYUNJI09858,0,0,48,48,48,48,2024-01-10,0,1089,108
228456800,HAKONE,9398084,FMYE,280,53,23,37,2024-01-10,124,2540,260
10465933,,0,0,0,0,0,0,2024-01-09,19,1120,511
413112507,,0,0,0,0,0,0,2024-01-09,106,632,511
44000089,SUQIYU04400*089_7.9V,0,0,3,5,1,2,2024-01-09,9,3266,0
563213100,BATAVIA EXPRESS,9539987,9V8895,187,28,22,15,2024-01-08,120,2260,511
413880297,,0,0,10,42,6,5,2024-01-08,0,1090,511
352003449,,0,3E5114,170,29,20,12,2024-01-08,110,1990,511
538010963,DARYA SATYA,9980291,V7A6376,172,25,8,24,2024-01-08,90,2220,511
357530000,GREEN PIONEER,9471018,3EBY2,139,35,14,14,2024-01-08,145,2083,212
412524312,,0,0,21,20,4,3,2024-01-07,87,1801,511
563198300,ALS LUNA,9969390,9V8628,194,61,27,16,2024-01-07,170,898,96
900207203,,0,0,0,0,0,0,2024-01-07,105,2396,511
413820947,WUHUJINWANG1079,0,0,28,12,3,4,2024-01-07,0,0,0
413564850,,0,0,0,0,0,0,2024-01-07,0,2734,511
413877167,,0,0,10,12,3,4,2024-01-07,0,2558,511
223539351,,0,0,453,129,37,37,2024-01-07,0,0,511
413880469,,0,456789,115,15,8,8,2024-01-07,49,2385,511
620280002,,0,0,0,0,0,0,2024-01-07,10,70,511
431023454,7GOUDAISHIMARU,0,0,0,0,0,0,2024-01-06,51,1189,114
42950020,,0,0,0,0,0,0,2024-01-06,15,3290,511
431020018,,0,0,0,0,0,0,2024-01-06,109,1761,511
440047790,,0,0,0,0,0,0,2024-01-05,10,2584,0
412113001,,0,0,0,0,0,0,2024-01-05,26,2714,511
5666281,,0,0,0,0,0,0,2024-01-05,0,3120,511
413569290,,0,0,0,0,0,0,2024-01-05,0,1913,511
413568950,FU GUO,9336282,BPKG6,115,18,7,12,2024-01-05,7,418,321
412353505,,0,0,0,0,0,0,2024-01-05,93,2697,269
21578857,,0,@@@@@@O,511,1,63,0,2024-01-05,25,443,511
440328590,SUM SA RING HO,0,0,0,0,0,0,2024-01-04,146,708,511
412439957,,0,0,6,6,2,1,2024-01-04,18,710,511
538011012,PORT NARA,9965863,V7A6450,171,29,21,11,2024-01-04,110,560,511
413877166,,0,0,5,45,5,5,2024-01-04,51,2313,511
700123477,SUSHEYU01668--06_7.5,0,0,3,5,1,2,2024-01-04,0,0,0
412332898,,0,0,4,3,1,1,2024-01-04,5,3508,511
48410105,,0,0,0,0,0,0,2024-01-03,7,2660,511
413877149,,0,0,7,60,5,6,2024-01-03,63,3065,511
412231096,,0,0,0,0,0,0,2024-01-03,0,1644,511
636023658,MSC BANJUL IV,9253296,A8CI9,189,71,12,20,2024-01-03,150,2009,196
412158433,,0,78993,10,18,4,3,2024-01-03,1,3110,311
413880267,,0,0,10,57,5,6,2024-01-03,62,2968,511
412210097,,0,0,19,18,4,3,2024-01-03,86,2737,511
252118915,,0,@@@@@@O,511,1,63,0,2024-01-02,41,489,511
42950608,,0,0,0,0,0,0,2024-01-02,91,1950,511
413880739,,0,0,100,19,8,8,2024-01-02,47,2057,511
42950003,,0,0,0,0,0,0,2024-01-02,90,1890,511
600935883,,0,1234567,6,7,1,2,2024-01-02,25,1037,511
5666286,,0,0,0,0,0,0,2024-01-02,0,2650,511
799210165,,0,0,0,0,0,0,2024-01-02,0,0,511
60635504,,0,0,96,96,30,30,2024-01-01,12,40,511
412348496,,0,0,5,4,2,2,2024-01-01,66,1111,511
222333000,,0,0,511,222,30,50,2024-01-01,24,842,511
440114840,,0,303,0,0,0,0,2024-01-01,69,21,511
413880126,,0,0,8,41,5,5,2024-12-31,83,2584,511
352003484,,0,3E5144,12,126,15,21,2024-12-31,93,2335,241
412329175,,0,0,5,5,2,2,2024-12-31,4,1021,511
412200939,,0,15102,22,3,3,2,2024-12-31,24,0,0
636023546,AFRICAN RAIL,9690913,5LOF7,154,26,11,19,2024-12-30,130,2130,511
413874265,,0,0,55,12,5,6,2024-12-30,0,2746,511
538010962,MYRTO C,9752383,V7A6375,198,31,11,21,2024-12-30,130,1570,511
416888636,,0,11136,20,10,3,3,2024-12-30,13,2275,148
440132490,,0,513,8,8,2,2,2024-12-29,97,1031,511
96215787,,0,0,0,0,0,0,2024-12-29,4,0,0
352003510,YABUSA,9221243,3E5166,25,75,8,8,2024-12-29,139,1890,511
999910788,ZHEYUYU10788,0,0,40,10,3,6,2024-12-28,98,1712,171
53980040,,0,0,0,0,0,0,2024-12-27,111,2820,511
413880385,,0,0,10,47,5,5,2024-12-27,53,2365,511
415378627,FT-9300-RD-CE-8627,0,0,0,0,0,0,2024-12-27,96,2766,511
223524335,,0,0,0,0,0,0,2024-12-27,18,3316,511
412334179,,0,0,10,2,2,2,2024-12-25,28,2674,511
636023313,MSC NURYA G,9955791,5LNC3,169,37,29,7,2024-12-25,180,1520,511
477163900,CARONI PLAIN,9392327,VREQ2,154,32,24,8,2024-12-25,110,2070,511
412338946,,0,0,5,4,2,1,2024-12-25,24,2893,511
412338972,,0,0,5,5,2,2,2024-12-25,11,2217,511
352003393,SUNNINE 1,9236078,3E7544,145,26,18,9,2024-12-24,110,2130,511
10485917,,0,0,0,0,0,0,2024-12-24,5,90,511
440328810,,0,0,13,8,3,3,2024-12-24,154,2426,242
440705090,,0,0,8,7,2,2,2024-12-24,121,2029,202
563217100,WAN HAI 369,9954486,9V7854,143,60,21,14,2024-12-24,184,2107,214
10485929,,0,0,0,0,0,0,2024-12-24,15,3490,511
440407840,,0,600,0,0,0,0,2024-12-24,136,2094,0
636022688,G.DRAGON,9982495,5LJZ6,136,36,22,6,2024-12-24,320,2239,331
66098001,,0,0,0,0,0,0,2024-12-24,3,302,511
412217603,,0,0,3,4,1,1,2024-12-24,0,2338,511
636023566,POLSTEAM DABIE,9971850,5LOI3,174,26,5,19,2024-12-24,0,0,12
440184690,,0,0,0,0,0,0,2024-12-23,95,2717,0
212356235,,0,0,0,0,0,0,2024-12-23,103,842,511
636023678,MSC MARIE,9962574,5LOW6,116,250,35,16,2024-12-23,180,2230,511
10612105,,0,0,0,0,0,0,2024-12-23,4,90,511
10485903,,0,0,0,0,0,0,2024-12-23,13,90,511
4841016,ZHEDAIYU04841-16AA,0,0,5,5,5,5,2024-12-23,0,0,0
440124930,NO.3 SIN HWA HO,0,320,0,0,0,0,2024-12-23,0,843,511
418028966,,0,0,34,34,9,10,2024-12-23,2,3545,354
477929600,ZIM PEARL,9967990,VRVI8,90,182,13,30,2024-12-23,162,960,93
412334202,,0,0,3,3,2,1,2024-12-22,5,0,511
413879617,,0,0,5,58,6,7,2024-12-22,73,689,12
563218200,LIAN HUA SONG,9608829,9V9242,160,20,12,15,2024-12-20,130,1930,511
413567590,,0,0,0,0,0,0,2024-12-20,0,0,511
412329282,,0,0,7,7,2,2,2024-12-20,80,2873,511
413880162,,0,0,6,62,7,7,2024-12-20,50,2490,511
413880388,,0,8685,5,45,5,5,2024-12-20,34,2637,511
431023084,YUSEIMARU NO.65,0,0,0,0,0,0,2024-12-20,88,2125,511
412213454,,0,0,17,18,3,4,2024-12-20,0,2113,511
352003522,,0,3E5176,103,17,10,10,2024-12-20,106,2125,211
232053197,BERGE MAUNA KEA,9951939,MOTS7,264,35,30,20,2024-12-20,100,2083,214
412549599,,0,0,0,0,0,0,2024-12-18,0,2211,511
223526682,,0,0,0,0,0,0,2024-12-18,4,3155,511
413863779,,0,0,8,55,7,6,2024-12-18,0,3600,511
990239018,,0,0,0,0,0,0,2024-12-17,13,350,511
442845658,,0,39,45,16,4,5,2024-12-17,31,1750,175
677041500,STAR RAIL,9277761,5IM515,219,10,17,15,2024-12-16,124,2174,219
600940284,,0,1234567,10,10,3,3,2024-12-16,39,3405,511
412334218,,0,0,3,3,1,1,2024-12-16,30,1917,511
563212400,KALIMANTAN EXPRESS,9650432,9V8902,188,28,15,22,2024-12-15,128,2294,229
414959597,,0,0,20,9,2,4,2024-12-15,7,42,511
538010538,GOLDEN EMERALD,9884631,V7A6187,253,47,22,28,2024-12-14,110,2126,216
413874779,,0,6699,5,53,6,5,2024-12-14,0,3600,511
636093230,BBC APOLLO,9972488,5LNN8,151,28,18,12,2024-12-14,122,2502,254
413843065,,0,0,8,60,7,7,2024-12-13,69,2423,511
563205900,STOLT AJISAI,9477555,9V8780,98,24,16,5,2024-12-13,134,2048,205
10438755,,0,0,0,0,0,0,2024-12-11,11,60,511
412524462,,0,0,0,0,0,0,2024-12-11,79,90,511
223508864,,0,0,0,0,0,0,2024-12-11,9,2969,511
440601370,SEUNG JIN HO,0,0,0,0,0,0,2024-12-10,43,2571,511
412222922,,0,0,11,11,3,3,2024-12-10,7,1144,511
431020225,EBISUMARU,0,0,0,0,0,0,2024-12-09,34,447,511
66785235,,0,0,0,0,0,0,2024-12-09,14,3290,511
223539334,,0,0,453,129,37,37,2024-12-09,0,0,511
412200404,,0,0,15,22,0,2,2024-12-09,85,969,511
210682235,,0,0,0,0,0,0,2024-12-09,6,90,511
413865625,,0,0,16,30,4,5,2024-12-07,1,481,511
441908189,ZHELUYU08189-4_7.3V,0,0,3,5,1,2,2024-12-07,0,2168,0
636022772,,0,5LKJ6,197,31,9,23,2024-12-06,120,1480,511
412303770,XIN YI 02,0,0,30,10,8,3,2024-12-06,70,711,511
638968000,WARSHIP,0,NCPO,19,38,9,3,2024-12-05,0,1160,511
319992410,,0,0,0,0,0,0,2024-12-04,0,2840,511
42950011,,0,0,0,0,0,0,2024-12-04,1,10,511
42950018,,0,0,0,0,0,0,2024-12-04,3,1480,511
233401621,,0,0,0,0,0,0,2024-12-04,0,0,0
801216191,,0,0,0,0,0,0,2024-12-04,11,3466,511
352003500,SANTA EMBLEY,9985772,3E5157,198,31,23,14,2024-12-04,100,1760,511
768786289,,0,0,0,0,0,0,2024-12-03,30,2650,511
369680980,US GOV VESSEL,0,NPAT---,0,0,0,0,2024-12-03,13,1505,511
440422810,ZHEDAIYU04228 10 77,0,0,0,0,0,0,2024-12-03,46,2720,272
440800383,ROK GOVVESSEL,0,0,0,0,0,0,2024-12-03,2,403,101
413870264,,0,0,9,10,1,2,2024-12-02,0,3128,511
413006563,,0,0,15,10,2,6,2024-12-02,0,3267,511
477929800,XIA MEN ZE AN,9638628,VRVX5,160,19,11,16,2024-12-02,128,2136,216
416003635,SHAN FU YU NO.366,0,BK7955,10,11,3,3,2024-12-02,79,3320,511
413880485,,0,0,10,57,6,5,2024-12-02,0,139,511
431022712,KUNIMARU,0,0,0,0,0,0,2024-12-01,104,3355,511
412213498,,0,0,18,19,3,4,2024-12-01,89,2209,511
440215859,SUGANYU02158 59 77,0,0,0,0,0,0,2024-11-30,200,720,72
23310022,,0,0,0,0,0,0,2024-11-30,6,90,511
600933605,,0,1234567,38,12,4,3,2024-11-29,54,83,511
413880414,,0,0,115,15,8,8,2024-11-28,0,0,511
215052000,VALLE AZZURRA,9391488,9HA4938,150,33,8,24,2024-11-28,137,2290,233
412210085,,0,0,19,18,4,3,2024-11-28,46,1055,511
412217667,,0,0,5,5,2,2,2024-11-28,0,1637,511
412524373,,0,0,0,0,0,0,2024-11-28,96,354,35
538010121,TENDER SOUL,9963516,V7A5640,166,20,9,26,2024-11-27,140,2280,511
538010802,MARIA,9698329,V7A7449,169,30,22,10,2024-11-27,111,2037,198
352003416,KS AIM,9261085,3E7560,124,14,8,14,2024-11-27,59,335,35
413337310,HONG TONG 3,0,0,15,4,1,2,2024-11-27,0,1653,511
413880386,,0,0,5,50,6,5,2024-11-26,48,2352,511
413460311,,0,0,40,10,4,4,2024-11-26,5,3553,511
412353564,,0,0,10,11,3,3,2024-11-26,0,1591,511
413569120,,0,0,6,13,2,3,2024-11-25,79,1502,511
412524257,,0,0,26,26,5,4,2024-11-25,0,0,511
413568390,,0,0,8,3,2,1,2024-11-25,11,2319,511
97950001,,0,0,0,0,0,0,2024-11-24,12,90,511
440167210,,0,0,12,4,2,2,2024-11-23,0,3156,0
412331607,,0,0,7,6,3,2,2024-11-23,24,2414,511
440019180,,0,601,0,0,0,0,2024-11-23,3,3,0
563215800,QI LIN SONG,9416771,9V9230,165,14,13,14,2024-11-23,130,2130,511
440070005,Q  JEGZS C E2  T  M,357916545,GGD,0,0,0,0,2024-11-22,120,830,90
412479273,,0,0,7,7,3,2,2024-11-22,2,0,511
477929200,,0,VRVW8,131,268,44,17,2024-11-21,201,2128,211
352003402,LIBRA -XS,9282742,3E7551,156,34,25,7,2024-11-20,130,2130,511
413572830,,0,0,0,0,0,0,2024-11-20,70,2250,511
416008091,HI WING II,0,0,0,0,0,0,2024-11-20,225,3564,511
563217600,WAN HAI A13,9941142,9V7413,114,221,17,34,2024-11-19,174,2360,236
44130014,SUQIYU04413*014_8.0V,0,0,3,5,1,2,2024-11-18,1,3370,0
44190040,,0,0,0,0,0,0,2024-11-18,13,1370,511
808729395,,0,0,0,0,0,0,2024-11-18,105,3564,356
338638000,STENA IMPERATIVE,9666077,WSIY,163,20,28,4,2024-11-17,100,1850,511
413973688,SUHUAIHUO5622,0,0,5,33,3,4,2024-11-17,37,2321,232
413206460,,0,0,40,13,4,5,2024-11-17,0,764,511
413684720,LU RONG YOU 11,0,0,50,13,5,5,2024-11-17,0,245,37
557963585,BEIDAIHE,0,0,0,0,0,0,2024-11-16,97,1896,511
413879727,,0,0,60,7,5,6,2024-11-16,114,2650,511
412524008,,0,0,22,21,4,4,2024-11-15,0,0,511
440719100,,0,124BELL,0,0,0,0,2024-11-15,86,299,0
413567510,,0,0,0,0,0,0,2024-11-15,30,920,511
412473321,,0,0,6,6,2,1,2024-11-14,0,3416,511
413880286,,0,0,8,44,5,5,2024-11-14,0,743,511
412328851,,0,0,0,0,0,0,2024-11-14,589,102,511
412468118,,0,0,6,6,2,1,2024-11-14,1,3248,511
412462659,,0,0,22,21,4,3,2024-11-14,0,2225,511
412217648,,0,0,3,4,1,2,2024-11-13,67,1112,511
164945525,ZHESHENGYU65801Q B,0,0,10,6,1,2,2024-11-12,66,3585,354
352003493,,0,0,0,0,0,0,2024-11-11,3,2650,275
440012310,BLES,0,0,0,0,0,0,2024-11-11,6,2691,511
413875756,CHINACOASTGUARD 6306,0,0,100,20,2,30,2024-11-11,0,0,511
477929900,,0,VRVX6,163,16,20,7,2024-11-10,138,2109,211
412210098,,0,0,0,0,0,0,2024-11-10,4,1409,511
412331737,,0,0,3,3,1,1,2024-11-09,4,0,511
412331791,,0,0,4,4,2,1,2024-11-09,1,0,511
413876916,YUXINHUO17766,0,0,60,8,5,6,2024-11-09,71,2711,511
412331546,,0,0,3,3,2,1,2024-11-09,1,2361,511
218026640,,0,DPRP,115,285,33,28,2024-11-09,150,2200,511
412331247,,0,0,3,3,1,1,2024-11-09,2,2458,511
412331383,,0,0,3,3,1,1,2024-11-09,43,1483,511
636093246,,0,5LOO7,177,22,22,10,2024-11-08,110,2080,511
412212361,,0,0,6,5,2,2,2024-11-08,1,0,511
440090003,WANGBIAO44009 3 351,0,0,0,0,0,0,2024-11-06,0,543,54
412479083,,0,0,6,6,2,1,2024-11-06,2,1810,511
412332120,,0,0,8,5,2,2,2024-11-06,35,3064,302
538010451,SSI INEVITABLE,9336012,V7A6058,251,38,17,28,2024-11-05,109,1710,170
412225702,,0,C2015,6,7,2,2,2024-11-04,0,1249,511
413561840,,0,0,63,10,7,8,2024-11-04,50,2050,511
412214068,,0,0,5,5,1,2,2024-11-04,2,1830,511
538010876,,0,V7A7546,145,41,21,14,2024-11-03,157,1935,196
412214081,,0,0,4,5,1,2,2024-11-02,10,2719,511
413032204,,0,0,0,0,0,0,2024-10-31,10,3143,511
413573220,,0,BPLR3,0,0,0,0,2024-10-30,30,5110,511
223500032,,0,0,0,0,0,0,2024-10-30,20,3516,351
413560160,,0,BPNT5,76,20,9,7,2024-10-29,107,3452,347
413031216,,0,0,0,0,0,0,2024-10-28,101,3335,511
440511110,GUM GANG 1 HO,0,600,0,0,0,0,2024-10-28,0,3276,511
15923455,,0,0,0,0,0,0,2024-10-28,16,1290,511
888229803,,0,0,0,0,0,0,2024-10-27,8,3420,511
412230011,,0,0,7,6,2,2,2024-10-26,0,0,511
440033050,,0,215,0,0,0,0,2024-10-26,63,3381,511
412338966,,0,0,0,0,0,0,2024-10-25,601,2375,511
223539343,,0,0,453,129,37,37,2024-10-24,35,2646,511
412231148,,0,0,5,5,2,2,2024-10-23,13,2789,511
412229797,,0,0,7,6,3,2,2024-10-23,64,4002,255
273255020,URYUM,9739202,UBTZ3,15,63,11,7,2024-10-23,80,1970,511
413877023,,0,0,90,20,9,7,2024-10-21,1,1929,511
352001467,PVT ELENA,9416795,3E2485,109,20,10,10,2024-10-21,130,1860,511
415275645,,0,0,0,0,0,0,2024-10-21,22,1058,511
10665850,,0,0,0,0,0,0,2024-10-21,1,90,511
10665908,,0,0,0,0,0,0,2024-10-21,17,2370,511
412442629,,0,0,11,11,3,3,2024-10-20,45,732,511
10485908,,0,0,0,0,0,0,2024-10-18,2,60,511
626426000,TOWER BRIDGE,9292034,TRBL9,151,31,19,13,2024-10-18,0,1614,85
808108855,,0,0,0,0,0,0,2024-10-18,8,270,511
524125845,,0,@@@@@@O,511,1,63,0,2024-10-18,51,2965,511
57560021,,0,0,4,4,1,2,2024-10-17,7,80,511
10678259,,0,0,0,0,0,0,2024-10-17,9,90,0
419001879,CHENNAI VALARCHI,9279537,VUAD,195,30,22,10,2024-10-17,21,1830,156
412328939,,0,0,5,5,2,1,2024-10-17,37,3571,357
496899812,,0,0,0,0,0,0,2024-10-14,8,90,511
413876219,,0,0,85,10,8,8,2024-10-13,51,3044,511
10485913,,0,0,0,0,0,0,2024-10-12,84,1690,511
412338904,,0,60998,20,18,3,3,2024-10-12,43,1957,0
100875500,,0,6688,40,10,5,1,2024-10-12,63,808,511
538010977,,0,V7A6399,177,23,21,11,2024-10-11,116,2208,217
416000422,HAE SHINN NO.1,0,0,0,0,0,0,2024-10-11,59,475,511
60561922,,0,0,0,0,0,0,2024-10-11,9,1180,511
412353726,,0,1234567,0,0,0,0,2024-10-11,65,2653,511
413868261,DONGHU2518,0,0,10,47,5,5,2024-10-11,0,10,511
668116241,STAR WISDOM,8357370,S9U12,99,15,10,6,2024-10-09,103,2104,210
412348342,,0,0,6,6,2,2,2024-10-09,0,3992,191
300803310,,0,3008,10,10,5,5,2024-10-08,76,1185,511
626404000,,0,0,0,0,0,0,2024-10-08,1,3523,323
440318340,,0,300,5,7,2,2,2024-10-08,5,1722,511
538010364,XIN HAI,9500950,V7A5943,190,35,11,21,2024-10-08,113,2200,219
413002237,MINXIAYU02237,0,0,16,10,4,2,2024-10-07,75,2979,511
413292810,,0,0,15,21,2,8,2024-10-06,93,2839,28
921890006,,0,0,0,0,0,0,2024-10-06,20,2190,511
352003110,TTC VISHAKA,9576818,3E5995,113,29,8,15,2024-10-06,81,855,79
440169380,,0,305@,0,0,0,0,2024-10-05,67,18,1
440175850,,0,0,6,5,2,1,2024-10-05,42,1831,511
538010896,FRONT MAINE,9898553,V7A6288,281,55,29,31,2024-10-05,90,1950,511
636023769,NAVIG8 EXCEED,9973913,5LPI2,147,36,10,22,2024-10-05,150,2150,511
538010981,SIDER IMABARI,358111649,V7A6374,156,27,10,21,2024-10-03,132,1812,187
600932572,,0,1234567,0,0,0,0,2024-10-02,0,0,511
412230979,,0,0,4,5,1,2,2024-10-01,1,1611,511
413571770,,0,3E6870,120,29,20,3,2024-09-30,0,1990,511
722220050,,0,0,0,0,0,0,2024-09-29,88,1901,511
440508540,,0,0,11,8,3,3,2024-09-28,6,2666,266
413876043,,0,0,8,55,6,6,2024-09-28,0,3600,511
440135270,,0,625,0,0,0,0,2024-09-28,21,3054,0
626398000,,0,TRBI5,141,30,8,23,2024-09-27,0,580,511
440317580,GEUM GANG HO,0,0,0,0,0,0,2024-09-26,87,1233,511
